tenure_scaled,MonthlyCharges_scaled,TotalCharges_scaled,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
-0.46303730927815856,0.0029349840813665527,-0.41600650810759343,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,3,0
0.880734693482843,1.0781176431888486,1.2572458881739819,0,0,0,0,1,1,2,0,1,0,0,1,1,2,1,0,0
-1.2774445836787656,-1.3730329320561832,-0.9954340942693556,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,2,1
-1.1552834925186746,0.18074726309914202,-0.9008003582266418,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,1
-1.318164947398796,-0.09511103892843457,-1.005779833710855,1,0,0,1,1,1,1,1,1,0,1,0,0,2,1,0,0
-1.0331224013585834,0.15914390209698223,-0.7757691190914203,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0
-0.015113308357824713,-1.5225946620711341,-0.7349155808277592,1,0,1,1,1,0,0,2,2,2,2,2,2,2,0,3,0
1.6137012404433893,-1.4943441130683104,-0.38166041789348965,1,0,1,1,1,0,0,2,2,2,2,2,2,2,1,1,0
-0.5444780367182193,-0.8346107040023594,-0.6822383403452418,1,0,0,0,0,2,1,0,0,1,0,1,0,0,1,2,1
-0.9109613101984924,-1.4893587220678117,-0.9089401830750711,1,0,0,1,1,0,0,2,2,2,2,2,2,1,1,0,0
-0.46303730927815856,0.14418772909548702,-0.35514532448478525,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,2,1
0.5142514200025698,0.17576187209864347,0.3453207953987413,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,2,0
-0.015113308357824713,-1.4943441130683104,-0.746496632441378,1,1,0,0,1,0,0,2,2,2,2,2,2,1,0,1,0
0.3106496014024181,1.3622849302172555,0.8597841967945847,0,0,1,0,1,1,2,1,0,1,0,1,1,1,0,0,0
0.5956921474426305,-0.7598298389948839,-0.1784515655798584,0,0,0,0,0,2,1,1,0,1,1,0,0,2,0,3,0
0.14776814652229667,-0.3875873109576722,-0.1669808096958931,0,0,0,0,0,2,1,1,1,1,1,0,1,2,1,3,0
1.4915401492832983,1.3406815692150957,2.1860903458780716,0,0,1,1,1,1,2,1,1,1,1,1,0,1,1,1,0
1.5729808767233588,0.5297246331340278,1.511190776128229,0,0,1,0,1,0,1,0,1,1,1,1,1,2,1,1,0
1.5729808767233588,-1.3331498040521963,-0.25129086544303797,0,0,1,0,1,1,0,2,2,2,2,2,2,2,1,0,0
0.10704778280226633,-0.3859255139575061,-0.15389973615898647,1,0,1,0,0,2,1,1,0,1,0,1,1,1,0,1,0
-1.1960038562387048,-0.33607160395252245,-0.9223521438009382,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0
1.6137012404433893,1.4935668932303794,2.4788813898162854,1,1,1,0,1,1,2,0,1,1,1,1,1,2,0,1,0
1.6137012404433893,0.85876043916692,1.836254350563061,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0
1.4508197855632678,0.27380789510844483,1.2720475750934834,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
0.3920903288424788,-0.3327480099521901,0.030316191508309838,0,0,0,0,0,2,1,1,1,1,1,0,1,1,1,2,0
-0.46303730927815856,-1.4710789550659844,-0.81626971102019,1,1,0,0,1,0,0,2,2,2,2,2,2,1,0,0,0
-0.9924020376385531,0.9086143491719036,-0.6837383622685295,0,1,0,0,1,0,2,0,0,1,0,1,1,0,1,2,1
-0.9109613101984924,0.3502505571160864,-0.687929599995363,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,2,0
1.5729808767233588,1.395520870220578,2.207465658284922,0,0,0,0,1,1,2,1,1,1,0,1,1,2,1,1,0
0.5549717837226001,0.8820255971692458,0.814695302512229,0,1,0,0,1,0,2,0,1,1,0,1,0,1,1,0,0
-1.1960038562387048,0.5064594751317021,-0.8993223954492848,0,0,1,1,1,0,2,0,1,0,1,0,0,0,1,2,0
-0.8295205827584317,0.8820255971692458,-0.5229051292877777,0,1,0,0,1,1,2,0,1,0,0,1,0,0,1,2,1
-0.2594354906780068,-0.562075995975115,-0.4805515691008289,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0
-1.1960038562387048,-0.4856333339674735,-0.9348155612517852,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,3,0
0.6771328748826912,0.32200000811326246,0.6362588710787764,0,0,0,0,1,0,1,0,0,1,1,1,1,2,1,0,0
0.025607055362205634,0.5264010391336954,0.16384020182685202,1,0,0,0,1,0,2,0,1,0,1,0,0,2,0,0,0
0.3920903288424788,0.9850570111795457,0.7653931113571087,1,0,1,0,1,1,2,1,0,1,0,0,1,0,1,2,0
-0.055833672077855064,0.3485887601159204,0.028573518979784423,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
1.4508197855632678,1.4088152462219072,2.2500618690771086,1,1,1,1,1,1,2,0,0,1,1,1,1,1,1,1,0
1.369379058123207,1.7112623002521414,2.462910568162457,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0
1.0436161483629645,-1.502653098069141,-0.5165962135515968,1,0,1,1,1,0,0,2,2,2,2,2,2,1,1,2,0
0.10704778280226633,-1.4843733310673135,-0.7166726671430683,1,0,1,1,1,0,0,2,2,2,2,2,2,2,0,3,0
-1.2774445836787656,-1.481049737066981,-0.9968679387548512,1,0,0,0,1,0,0,2,2,2,2,2,2,0,0,0,0
0.3106496014024181,0.33363258711442517,0.3052834455345163,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0
-0.7888002190384014,0.3801629031190768,-0.5727808582370959,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,2,0
1.002895784642934,-0.3011738669490337,0.39347591096546486,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,2,0
-1.2774445836787656,0.3502505571160864,-0.972558759939217,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2,1
-1.2774445836787656,-0.6335332669822583,-0.985617774330193,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1
0.5549717837226001,-0.34604238595351905,0.0795963235174993,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,1,1
0.3106496014024181,0.9900424021800438,0.600324522357662,0,1,1,1,1,1,2,0,0,0,0,1,1,0,1,1,1
-0.46303730927815856,0.4233696251233959,-0.2888575909630243,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,3,1
-1.0738427650786138,1.109691786192005,-0.7554305865433125,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,0,1
1.0843365120829946,1.5400972092350305,1.8862624343879633,1,0,1,1,1,1,2,1,1,0,1,1,1,2,1,3,0
-0.7073594915983407,-0.2047896409393986,-0.5912002450892325,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1
-0.21871512695797646,0.9900424021800438,0.19626714634498466,0,0,0,0,1,1,2,0,0,0,0,1,1,0,1,3,1
1.5729808767233588,1.7129240972523074,2.660251687658521,1,0,0,0,1,1,2,1,1,1,1,1,1,1,1,0,0
0.5142514200025698,0.8155537171626008,0.8437251385570331,0,0,0,0,1,1,2,0,0,1,0,0,1,0,1,1,0
-1.1552834925186746,-1.46443176706532,-0.9735514215060986,1,0,0,0,1,0,0,2,2,2,2,2,2,0,0,3,0
-1.2774445836787656,-1.5009913010689746,-0.9971326485060197,0,0,0,0,1,0,0,2,2,2,2,2,2,0,1,3,1
0.5956921474426305,1.1495749141959914,1.0894640242250588,1,0,1,1,1,1,2,0,1,0,0,1,1,0,1,2,1
0.06632741908223598,-0.4972659129686364,-0.24068041625037007,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0
-0.5851984004382496,-0.34438058895335305,-0.5835236623053481,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0
-0.9924020376385531,-0.3493659799538514,-0.8082401819014143,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
-1.0331224013585834,-0.9725398550161476,-0.895682636370719,1,0,0,0,0,2,1,0,0,1,1,0,0,1,1,1,0
-1.1145631287986442,0.6560212051466532,-0.80559308438973,1,0,1,1,1,1,2,1,0,1,0,0,0,0,1,2,1
0.26992923768238775,-0.18152448293707302,-0.03114058905462716,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,2,0
-0.13727439951791576,-1.4660935640654862,-0.7168711994564446,1,0,1,1,1,0,0,2,2,2,2,2,2,0,1,3,0
-1.2774445836787656,-0.31779183695069496,-0.9814265366033595,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,3,1
-0.055833672077855064,-1.3215172250510334,-0.657598274340647,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0
-1.2367242199587352,-1.3447823830533592,-0.9888163504901449,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0
1.247217966963116,0.2006888271011353,0.9569547346193292,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0
-0.5037576729981889,0.466576347127715,-0.28166630938961534,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,2,0
1.5729808767233588,0.6161380771426661,1.5947728800596608,0,0,1,0,1,1,1,0,1,1,1,1,1,2,1,1,0
1.369379058123207,-0.12003799393092641,0.7666504826751588,0,0,0,0,1,0,1,1,1,1,0,0,0,2,1,0,0
-0.9924020376385531,-0.6518130339840859,-0.8123652421904556,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1
-1.2367242199587352,1.0382345151848615,-0.9286610595371191,0,0,0,0,1,1,2,0,0,0,0,1,1,0,1,2,1
-1.1960038562387048,-0.9858342310174765,-0.9611762406389747,1,0,1,0,0,2,1,1,0,0,1,0,0,0,0,3,0
0.5956921474426305,-1.479387940066815,-0.5514496641221067,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0
-1.2367242199587352,-0.5155456799704636,-0.9659189570140757,1,0,0,0,0,2,1,0,0,1,0,1,1,0,1,2,1
-1.2774445836787656,0.3070438351117673,-0.9731322977334154,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0
-1.0331224013585834,-1.479387940066815,-0.9488010597718505,0,0,0,0,1,0,0,2,2,2,2,2,2,1,0,3,0
1.4915401492832983,1.3373579752147637,2.213862810604826,1,0,1,1,1,1,2,0,1,1,0,1,1,2,1,2,0
-1.1145631287986442,1.3473287572157604,-0.7628645187219593,1,0,0,0,1,1,2,0,1,1,0,1,1,0,0,2,0
1.5729808767233588,-1.5009913010689746,-0.38084422949405367,0,0,1,0,1,0,0,2,2,2,2,2,2,2,0,3,0
-1.2774445836787656,0.3170146171127639,-0.9729999428578311,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,1
-0.748079855318371,0.827186296163764,-0.47267645400356817,0,0,1,1,1,0,2,0,1,0,1,0,1,0,1,1,1
-0.13727439951791576,-1.5093002860698053,-0.7403641898726427,0,0,0,0,1,0,0,2,2,2,2,2,2,0,0,1,0
0.9621754209229036,0.5662841671376824,0.9947420515986224,1,0,0,0,1,0,1,0,1,1,1,1,1,2,1,1,0
-1.0738427650786138,1.0299255301840309,-0.752651134156044,1,1,1,0,1,0,2,0,0,1,0,1,1,0,1,2,1
-1.2774445836787656,-0.8163309370005319,-0.9880442803825703,1,1,1,0,0,2,1,0,1,0,0,1,0,0,0,2,1
